2000	0.000137	0.000181
3000	0.000030	0.000012
4000	0.000042	0.000009
5000	0.000051	0.000004
6000	0.000062	0.000007
7000	0.000074	0.000006
8000	0.000087	0.000012
9000	0.000092	0.000004
10000	0.000102	0.000003
11000	0.000113	0.000003
12000	0.000129	0.000018
13000	0.000134	0.000005
14000	0.000143	0.000003
15000	0.000157	0.000004
16000	0.000164	0.000003
17000	0.000177	0.000005
18000	0.000201	0.000031
19000	0.000197	0.000005
20000	0.000211	0.000005
21000	0.000215	0.000001
22000	0.000226	0.000004
23000	0.000237	0.000004
24000	0.000251	0.000006
25000	0.000264	0.000005
26000	0.000270	0.000003
27000	0.000318	0.000053
28000	0.000293	0.000002
29000	0.000299	0.000003
30000	0.000312	0.000006
31000	0.000323	0.000006
32000	0.000333	0.000003
33000	0.000345	0.000007
34000	0.000351	0.000003
35000	0.000369	0.000002
36000	0.000378	0.000003
37000	0.000380	0.000000
38000	0.000393	0.000007
39000	0.000406	0.000007
40000	0.000506	0.000094
41000	0.000428	0.000005
42000	0.000436	0.000003
43000	0.000450	0.000002
44000	0.000450	0.000002
45000	0.000469	0.000007
46000	0.000476	0.000003
47000	0.000483	0.000001
48000	0.000496	0.000002
49000	0.000508	0.000005
50000	0.000516	0.000001
